rank,candidate_id,score,judge_tier,judge_note,title,company,yoe,location,open_to_work,last_active,response_rate,notice_days,willing_relocate,github,saved_30d,apps_30d,core_score,ce_score,rrf_score,retrieval_search,vector_db_hybrid,eval_framework,ltr_reranking,llm_integration,python_coding,sys_experience_score,product_ratio,experience_recency,depth_signal,ninety_day_alignment,wrong_domain,research_only,suspicious,honeypot_score,is_ghost,roles,current_description,relevant_skills,submission_reasoning
67,CAND_0009837,41.083676,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Senior Data Scientist,Rephrase.ai,4.3,"Noida, Uttar Pradesh",False,2026-03-31,0.53,60,False,54.5,3,12,54.42,60.31,0.04189044093539898,1.0,1.0,0.0,3.0,1.0,1.5,1.0,1.0,1.0,0.5,0.5556,False,False,False,0.0,False,*Senior Data Scientist @ Rephrase.ai [51m],"Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item engagement history. Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Worked closely with PMs to define the optimization target (click-through vs. dwell","PyTorch(expert,44m); QLoRA(expert,76m); Python(expert,83m); FAISS(expert,57m); LLMs(expert,73m); Qdrant(expert,50m)","Senior Data Scientist at Rephrase.ai with 4.3 years of experience: Strong evidence in Learning-to-Rank and Reranking, specifically: 'Trained and shipped multiple ranking models for our product's discovery feed ...'. Behavioral signals: 60-day notice (buyout possible)."
68,CAND_0021827,41.069558,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Research Engineer,Unacademy,4.4,"Kochi, Kerala",True,2026-03-14,0.36,90,True,84.6,11,5,50.66,70.68,0.012212700874444406,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*AI Research Engineer @ Unacademy [15m] | AI Research Engineer @ Rephrase.ai [37m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Embeddings(advanced,48m); Elasticsearch(intermediate,29m); Weaviate(advanced,19m)","AI Research Engineer at Unacademy with 4.4 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: low recruiter response rate (36%); 90-day notice (significant barrier). Note: Located in Kochi, Kerala, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
69,CAND_0063328,41.044597,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Computer Vision Engineer,Ola,4.6,"Delhi, Delhi",True,2026-04-23,0.32,45,False,61.0,34,14,51.32,36.61,0.01801891324202537,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*Computer Vision Engineer @ Ola [20m] | AI Specialist @ upGrad [34m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","BM25(intermediate,30m); FAISS(advanced,58m); Information Retrieval(advanced,36m)",Computer Vision Engineer at Ola with 4.6 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: low recruiter response rate (32%); 45-day notice (buyout possible).
70,CAND_0049217,41.028976,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Computer Vision Engineer,upGrad,6.0,"Gurgaon, Haryana",False,2026-05-17,0.87,90,False,45.4,1,10,58.04,36.91,0.006978048614397778,1.5,1.5,0.0,2.0,2.0,2.5,1.0,1.0,1.0,0.5,0.5111,False,False,False,0.0,False,*Computer Vision Engineer @ upGrad [27m] | Junior ML Engineer @ Mad Street Den [34m] | Senior Software Engineer (ML) @ InMobi [9m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Information Retrieval(intermediate,27m); OpenSearch(advanced,34m)",Computer Vision Engineer at upGrad with 6.0 years of experience: Profile-text evidence in Python Engineering: 'der classes. Comfortable with PyTorch and Hugging Face but most of my trainin...'. Behavioral signals: strong recruiter response rate (87%); 90-day notice (significant barrier).
71,CAND_0061175,40.945658,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Research Engineer,Haptik,6.7,"Gurgaon, Haryana",True,2026-03-20,0.48,120,True,49.8,26,0,53.49,52.4,0.017310387151165833,1.0,1.0,0.0,2.5,0.0,2.0,1.0,1.0,1.0,1.0,0.5111,False,False,False,0.0,False,*AI Research Engineer @ Haptik [24m] | Junior ML Engineer @ Mad Street Den [24m] | Data Scientist @ Haptik [32m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Python(advanced,36m); Milvus(advanced,40m); Recommendation Systems(advanced,35m); Vector Search(intermediate,25m); Qdrant(advanced,58m)",AI Research Engineer at Haptik with 6.7 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 120-day notice (significant barrier). Note: No evidence of LLM Integration & RAG; overall evidence density is lower than top-tier candidates.
72,CAND_0016659,40.88878,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,ML Engineer,Glance,4.4,"Coimbatore, Tamil Nadu",True,2026-05-22,0.89,45,False,13.4,37,17,53.41,45.19,0.009604338726679151,1.5,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5111,False,False,False,0.0,False,*ML Engineer @ Glance [38m] | ML Engineer @ Flipkart [14m],"Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. Started with sklearn-based bag-of-words models, then moved to transformer-based classifiers (DistilBERT) for the harder classes. Comfortable with PyTorch and Hugging Face but most of my training experience has been on small datasets and pre-trained model fine-tuning, not from-scratch model ","Pinecone(advanced,31m); FAISS(intermediate,32m); Information Retrieval(advanced,22m); Weaviate(advanced,43m)","ML Engineer at Glance with 4.4 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (89%); 45-day notice (buyout possible). Note: Located in Coimbatore, Tamil Nadu, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
73,CAND_0040887,40.57505,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Machine Learning Engineer,Netflix,4.7,Toronto,True,2026-05-24,0.84,15,False,34.2,50,9,55.88,65.86,0.03001060409496643,2.5,2.5,0.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.6444,False,False,False,0.0,False,*Machine Learning Engineer @ Netflix [46m] | AI Engineer @ Unacademy [9m],"Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, valid","FAISS(advanced,52m); LoRA(expert,85m); Python(expert,84m); Milvus(expert,81m); Recommendation Systems(expert,71m)","Machine Learning Engineer at Netflix with 4.7 years of experience: Profile-text evidence in Retrieval Systems: 'over the prior Elasticsearch BM25 setup, validated through human relevance ju...'. Behavioral signals: strong recruiter response rate (84%); 15-day notice. Note: Located outside India (Toronto) — case-by-case per JD."
74,CAND_0058426,40.558651,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Data Scientist,Wysa,6.5,"Bangalore, Karnataka",True,2026-04-24,0.42,45,False,39.0,20,3,55.04,28.04,0.004349999777278025,1.5,1.5,0.0,2.0,1.0,2.5,1.0,1.0,0.5,0.5,0.5111,False,False,False,0.0,False,*Data Scientist @ Wysa [44m] | ML Engineer @ Mad Street Den [33m],"Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient-boosted trees with ~80 hand-engineered features. The work was split roughly 60/40 between modeling and data prep / SQL. The churn model is now used by the retention team, though my role was more on the modeling side than","Weaviate(advanced,42m); Fine-tuning LLMs(intermediate,30m); QLoRA(advanced,57m)","Data Scientist at Wysa with 6.5 years of experience: Profile-text evidence in Python Engineering: 'fetime value estimation. Used scikit-learn and XGBoost; main models were grad...'. Behavioral signals: 45-day notice (buyout possible). Note: Located in Bangalore, Karnataka, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
75,CAND_0091580,40.306121,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Data Scientist,Niramai,5.5,"Noida, Uttar Pradesh",True,2026-05-14,0.25,60,True,83.1,17,8,50.66,41.0,0.005109427150532749,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.4667,False,False,False,0.0,False,*Data Scientist @ Niramai [14m] | Data Scientist @ Meesho [15m] | Computer Vision Engineer @ Vedantu [36m],"Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. Started with sklearn-based bag-of-words models, then moved to transformer-based classifiers (DistilBERT) for the harder classes. Comfortable with PyTorch and Hugging Face but most of my training experience has been on small datasets and pre-trained model fine-tuning, not from-scratch model ","FAISS(intermediate,35m); QLoRA(intermediate,32m); Qdrant(intermediate,21m)",Data Scientist at Niramai with 5.5 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: low recruiter response rate (25%); 60-day notice (buyout possible). Note: No evidence of Evaluation Metrics; overall evidence density is lower than top-tier candidates.
76,CAND_0080372,39.918237,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Computer Vision Engineer,Zoho,5.2,"Mumbai, Maharashtra",True,2026-02-21,0.63,90,False,16.7,17,7,49.73,37.33,0.007657703168284829,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*Computer Vision Engineer @ Zoho [21m] | AI Research Engineer @ Meesho [33m] | Senior Software Engineer (ML) @ Niramai [7m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Python(advanced,26m); BM25(intermediate,17m)",Computer Vision Engineer at Zoho with 5.2 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 90-day notice (significant barrier). Note: No evidence of LLM Integration & RAG; overall evidence density is lower than top-tier candidates.
77,CAND_0073504,39.710236,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Junior ML Engineer,PolicyBazaar,6.6,"Gurgaon, Haryana",True,2026-04-14,0.78,60,False,61.6,4,12,49.66,26.99,0.007708870643404587,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,0.4667,False,False,False,0.0,False,*Junior ML Engineer @ PolicyBazaar [36m] | Senior Software Engineer (ML) @ PolicyBazaar [28m] | Senior Software Engineer (ML) @ Genpact AI [14m],"Worked on customer-facing predictive modeling for an e-commerce platform — churn prediction, conversion likelihood, lifetime value estimation. Used scikit-learn and XGBoost; main models were gradient-boosted trees with ~80 hand-engineered features. The work was split roughly 60/40 between modeling and data prep / SQL. The churn model is now used by the retention team, though my role was more on the modeling side than","Elasticsearch(advanced,28m); pgvector(advanced,57m); RAG(advanced,43m); Vector Search(advanced,43m)",Junior ML Engineer at PolicyBazaar with 6.6 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (78%); 60-day notice (buyout possible). Note: No evidence of Evaluation Metrics; overall evidence density is lower than top-tier candidates.
78,CAND_0013613,39.700715,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Machine Learning Engineer,Adobe,4.7,Singapore,True,2026-03-23,0.73,60,False,66.7,51,14,66.12,60.98,0.032839474221239284,2.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6444,False,False,False,0.0,False,*Machine Learning Engineer @ Adobe [21m] | Senior Data Scientist @ Razorpay [28m] | Applied ML Engineer @ Salesforce [6m],"Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, valid","LoRA(expert,43m); Weaviate(expert,43m); Fine-tuning LLMs(expert,61m)","Machine Learning Engineer at Adobe with 4.7 years of experience: Strong evidence in Learning-to-Rank and Reranking, specifically: 'eling itself. Built a content recommendation system serving 10M+ users that c...'. Behavioral signals: 60-day notice (buyout possible). Note: Frequent title changes noted across recent roles. Located outside India (Singapore) — case-by-case per JD."
79,CAND_0098952,39.608892,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Research Engineer,CRED,5.5,"Gurgaon, Haryana",True,2026-03-05,0.66,45,True,47.2,8,12,48.51,51.21,0.01914413776102998,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4667,False,False,False,0.0,False,*AI Research Engineer @ CRED [22m] | Senior Software Engineer (ML) @ Rephrase.ai [43m],"Worked on time-series forecasting models for supply-chain demand prediction at a logistics company. Built models in Prophet, LightGBM, and (for one project) a small LSTM — the LightGBM model ended up shipping. Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. The work was a mix of modeling, analysis, and stakeholder communication with the operations team.","Recommendation Systems(advanced,41m); QLoRA(intermediate,15m); OpenSearch(intermediate,23m); Semantic Search(intermediate,27m); Python(intermediate,22m)",AI Research Engineer at CRED with 5.5 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 45-day notice (buyout possible). Note: No evidence of Evaluation Metrics; overall evidence density is lower than top-tier candidates.
80,CAND_0054829,39.279398,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Computer Vision Engineer,BYJU'S,5.7,"Noida, Uttar Pradesh",True,2026-03-05,0.75,45,False,28.8,38,1,52.33,33.92,0.006234706674125274,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*Computer Vision Engineer @ BYJU'S [22m] | Senior Software Engineer (ML) @ Zoho [45m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Pinecone(intermediate,33m); BM25(intermediate,28m); QLoRA(intermediate,30m)",Computer Vision Engineer at BYJU'S with 5.7 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (75%); 45-day notice (buyout possible). Note: No evidence of Evaluation Metrics; overall evidence density is lower than top-tier candidates.
81,CAND_0016170,39.22967,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Research Engineer,Dream11,6.8,Sydney,True,2026-03-24,0.52,90,False,50.4,7,6,52.05,62.12,0.010606557039135453,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.9136,1.0,0.5,0.4494,False,False,False,0.0,False,*AI Research Engineer @ Dream11 [44m] | Data Scientist @ Krutrim [30m] | Data Scientist @ Infosys [7m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Embeddings(advanced,21m); RAG(intermediate,11m)",AI Research Engineer at Dream11 with 6.8 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 90-day notice (significant barrier). Note: Located outside India (Sydney) — case-by-case per JD.
82,CAND_0020708,39.074575,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Search Engineer,PolicyBazaar,4.2,"Indore, Madhya Pradesh",True,2026-03-25,0.84,30,False,84.3,52,9,48.56,73.74,0.03929838649225195,2.0,2.0,0.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,0.5556,False,False,False,0.0,False,*Search Engineer @ PolicyBazaar [50m],"Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, valid","Python(expert,45m); Elasticsearch(advanced,23m); LLMs(expert,73m); Fine-tuning LLMs(expert,80m); Milvus(advanced,55m)","Search Engineer at PolicyBazaar with 4.2 years of experience: Profile-text evidence in Retrieval Systems: 'over the prior Elasticsearch BM25 setup, validated through human relevance ju...'. Behavioral signals: strong recruiter response rate (84%); 30-day notice. Note: Located in Indore, Madhya Pradesh, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
83,CAND_0039838,38.940854,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Recommendation Systems Engineer,Amazon,4.9,"Kochi, Kerala",True,2026-04-21,0.8,90,False,36.3,37,18,54.38,45.68,0.030173107742114756,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5556,False,False,False,0.0,False,*Recommendation Systems Engineer @ Amazon [49m] | NLP Engineer @ Microsoft [9m],"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. My main project was a churn prediction model that's now used by the customer success team to prioritize outreach. Designed the model monitoring stack: data drift detection, prediction distribution checks, and alerting. Mentored a junior engineer through their first end-to-end ML","Embeddings(advanced,46m); Semantic Search(advanced,51m); LoRA(expert,93m); RAG(expert,79m); Milvus(expert,76m); Vector Search(expert,93m); QLoRA(advanced,40m); OpenSearch(advanced,36m); Fine-tuning LLMs(expert,82m)","Recommendation Systems Engineer at Amazon with 4.9 years of experience: Strong evidence in Learning-to-Rank and Reranking, specifically: 'Trained and shipped multiple ranking models for our product's discovery feed ...'. Behavioral signals: strong recruiter response rate (80%); 90-day notice (significant barrier). Note: Located in Kochi, Kerala, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
84,CAND_0048558,38.901222,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Data Scientist,Rephrase.ai,6.7,"Noida, Uttar Pradesh",True,2026-05-27,0.8,30,True,-1.0,30,6,51.86,35.7,0.0075175546861511525,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.5,0.5,0.4667,False,False,False,0.0,False,*Data Scientist @ Rephrase.ai [36m] | Computer Vision Engineer @ Aganitha [16m] | ML Engineer @ Paytm [27m],"Contributed to ML feature engineering and model deployment for a fraud-detection product. My main role was engineering: building the Flask-based prediction API, integrating with the feature store, and writing the model-serving observability layer. I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.","Information Retrieval(intermediate,19m); OpenSearch(advanced,41m); Qdrant(advanced,42m); Elasticsearch(intermediate,18m)",Data Scientist at Rephrase.ai with 6.7 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (80%); 30-day notice. Note: No evidence of LLM Integration & RAG; overall evidence density is lower than top-tier candidates.
85,CAND_0084283,38.893145,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Junior ML Engineer,Sarvam AI,3.6,"Pune, Maharashtra",True,2026-04-01,0.86,30,True,15.0,25,3,56.56,30.8,0.004535905634916604,1.5,1.5,0.0,2.0,1.0,1.5,1.0,1.0,1.0,0.5,0.5111,False,False,False,0.0,False,*Junior ML Engineer @ Sarvam AI [43m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Pinecone(advanced,59m); Elasticsearch(advanced,30m); QLoRA(intermediate,28m); Fine-tuning LLMs(intermediate,28m)",Junior ML Engineer at Sarvam AI with 3.6 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (86%); 30-day notice. Note: No evidence of Evaluation Metrics; overall evidence density is lower than top-tier candidates.
86,CAND_0007411,38.827004,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Senior Machine Learning Engineer,Amazon,8.0,"Kochi, Kerala",False,2025-12-02,0.12,15,True,89.5,3,12,56.4,81.5,0.041807107747710986,2.5,2.5,0.0,2.0,2.5,1.0,0.5,1.0,1.0,0.5,0.6444,False,False,False,0.0,False,*Senior Machine Learning Engineer @ Amazon [38m] | Senior Machine Learning Engineer @ Yellow.ai [57m],Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing → embedding generation (using a fine-tuned BGE-large) → Pinecone retrieval → learning-to-rank re-scoring (XGBoost) → behavioral-signal integration. The hardest part wasn't the ML — it was the evaluation: building offline metrics that actually predicted what the recommendation would do to live engagement. After three ,"OpenSearch(expert,86m); Fine-tuning LLMs(advanced,40m); Vector Search(advanced,41m); BM25(expert,84m); PyTorch(expert,73m); Information Retrieval(expert,46m); Pinecone(expert,42m)","Senior Machine Learning Engineer at Amazon with 8.0 years of experience: Profile-text evidence in Retrieval Systems: 'Owned the end-to-end ranking pipeline at a recommendations-heavy consumer pro...'. Behavioral signals: low recruiter response rate (12%); 15-day notice. Note: Located in Kochi, Kerala, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
87,CAND_0079064,38.771128,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Senior Data Scientist,Niramai,5.2,"Noida, Uttar Pradesh",True,2026-04-13,0.91,120,False,26.8,39,14,51.06,51.21,0.01840284071382471,2.0,2.0,0.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5556,False,False,False,0.0,False,*Senior Data Scientist @ Niramai [44m] | NLP Engineer @ Razorpay [18m],"Developed a semantic search feature for an internal knowledge base of ~500K documents. Used sentence-transformers (all-MiniLM-L6-v2 initially, later upgraded to bge-base) with FAISS for fast nearest-neighbor retrieval. Designed the query expansion module that handles vocabulary mismatch between user queries and document terms. Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, valid","OpenSearch(expert,70m); Semantic Search(expert,76m); Fine-tuning LLMs(expert,95m); Pinecone(expert,90m); QLoRA(expert,74m); Recommendation Systems(advanced,53m)","Senior Data Scientist at Niramai with 5.2 years of experience: Profile-text evidence in Retrieval Systems: 'over the prior Elasticsearch BM25 setup, validated through human relevance ju...'. Behavioral signals: strong recruiter response rate (91%); 120-day notice (significant barrier). Note: No evidence of Evaluation Metrics; overall evidence density is lower than top-tier candidates."
88,CAND_0078042,38.757431,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,Applied ML Engineer,PolicyBazaar,4.7,Dubai,False,2026-04-24,0.91,30,False,83.6,6,0,62.79,46.85,0.031018056771958867,1.0,1.0,2.0,3.0,1.0,1.5,1.0,1.0,1.0,1.0,0.8533,False,False,False,0.0,False,*Applied ML Engineer @ PolicyBazaar [38m] | Search Engineer @ Ola [18m],"Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item engagement history. Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Worked closely with PMs to define the optimization target (click-through vs. dwell","OpenSearch(expert,67m); PyTorch(expert,38m); Semantic Search(expert,86m); Pinecone(expert,51m); QLoRA(expert,42m)","Applied ML Engineer at PolicyBazaar with 4.7 years of experience: Strong evidence in Learning-to-Rank and Reranking, specifically: 'Trained and shipped multiple ranking models for our product's discovery feed ...'. Behavioral signals: strong recruiter response rate (91%); 30-day notice. Note: Located outside India (Dubai) — case-by-case per JD."
89,CAND_0035879,38.636619,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Research Engineer,Krutrim,4.5,"Noida, Uttar Pradesh",True,2026-05-26,0.82,120,False,84.1,37,1,50.18,62.15,0.010853964454530633,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0.4667,False,False,False,0.0,False,*AI Research Engineer @ Krutrim [36m] | ML Engineer @ Nykaa [18m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","Pinecone(intermediate,27m); Elasticsearch(intermediate,16m); pgvector(intermediate,35m); Python(advanced,52m); BM25(intermediate,32m)",AI Research Engineer at Krutrim with 4.5 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: strong recruiter response rate (82%); 120-day notice (significant barrier). Note: No evidence of LLM Integration & RAG; overall evidence density is lower than top-tier candidates.
90,CAND_0064130,38.27266,Tier 3 / Relevant,relevant search/ranking/RAG profile but weaker eval/depth/currentness/logistics,AI Research Engineer,Unacademy,6.7,"Chennai, Tamil Nadu",True,2026-03-08,0.67,45,True,27.4,41,6,37.75,70.38,0.01537005484876167,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.3875,1.0,0.5,0.1753,False,False,False,0.0,False,*AI Research Engineer @ Unacademy [31m] | Computer Vision Engineer @ HCL [36m] | AI Specialist @ Tech Mahindra [13m],"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. Used a combination of collaborative filtering (matrix factorization in implicit-feedback library) and gradient-boosted re-ranking over engagement signals. Pure ML side of the work; production deployment was handled by the platform team.","LoRA(intermediate,14m); Python(intermediate,26m); PyTorch(advanced,19m)","AI Research Engineer at Unacademy with 6.7 years of experience: Profile-text evidence in Learning-to-Rank and Reranking: 'uction. Used a combination of collaborative filtering (matrix factorization i...'. Behavioral signals: 45-day notice (buyout possible). Note: Located in Chennai, Tamil Nadu, outside the JD's preferred cities (Pune/Noida/Delhi NCR/Hyderabad/Mumbai)."
